entrant_level,campus,fall_term,count_type,ethnicity,n
transfer,Merced,2018,App,Unknown,96
transfer,Merced,2019,App,Unknown,81
transfer,Merced,2020,App,Unknown,128
transfer,Merced,2021,App,Unknown,96
transfer,Merced,2022,App,Unknown,82
transfer,Merced,2023,App,Unknown,88
transfer,Merced,2024,App,Unknown,79
transfer,Merced,2025,App,Unknown,103
transfer,Merced,2017,App,International,389
transfer,Merced,2018,App,International,405
transfer,Merced,2019,App,International,503
transfer,Merced,2020,App,International,373
transfer,Merced,2021,App,International,424
transfer,Merced,2022,App,International,342
transfer,Merced,2023,App,International,320
transfer,Merced,2024,App,International,313
transfer,Merced,2025,App,International,400
transfer,Merced,2017,Adm,African American,91
transfer,Merced,2018,Adm,African American,108
transfer,Merced,2019,Adm,African American,128
transfer,Merced,2020,Adm,African American,120
transfer,Merced,2021,Adm,African American,193
transfer,Merced,2022,Adm,African American,161
transfer,Merced,2023,Adm,African American,173
transfer,Merced,2024,Adm,African American,156
transfer,Merced,2025,Adm,African American,263
transfer,Merced,2019,Adm,American Indian,14
transfer,Merced,2020,Adm,American Indian,10
transfer,Merced,2021,Adm,American Indian,10
transfer,Merced,2022,Adm,American Indian,18
transfer,Merced,2023,Adm,American Indian,25
transfer,Merced,2025,Adm,American Indian,34
transfer,Merced,2017,Adm,Asian,485
transfer,Merced,2018,Adm,Asian,496
transfer,Merced,2019,Adm,Asian,478
transfer,Merced,2020,Adm,Asian,508
transfer,Merced,2021,Adm,Asian,756
transfer,Merced,2022,Adm,Asian,788
transfer,Merced,2023,Adm,Asian,760
transfer,Merced,2024,Adm,Asian,677
transfer,Merced,2025,Adm,Asian,1044
transfer,Merced,2017,Adm,Hispanic/Latino(a),562
transfer,Merced,2018,Adm,Hispanic/Latino(a),726
transfer,Merced,2019,Adm,Hispanic/Latino(a),744
transfer,Merced,2020,Adm,Hispanic/Latino(a),837
transfer,Merced,2021,Adm,Hispanic/Latino(a),1151
transfer,Merced,2022,Adm,Hispanic/Latino(a),889
transfer,Merced,2023,Adm,Hispanic/Latino(a),892
transfer,Merced,2024,Adm,Hispanic/Latino(a),842
transfer,Merced,2025,Adm,Hispanic/Latino(a),1335
transfer,Merced,2019,Adm,Pacific Islander,8
transfer,Merced,2020,Adm,Pacific Islander,7
transfer,Merced,2021,Adm,Pacific Islander,22
transfer,Merced,2022,Adm,Pacific Islander,10
transfer,Merced,2025,Adm,Pacific Islander,7
transfer,Merced,2017,Adm,Unknown,49
transfer,Merced,2018,Adm,Unknown,52
transfer,Merced,2019,Adm,Unknown,36
transfer,Merced,2020,Adm,Unknown,58
transfer,Merced,2021,Adm,Unknown,60
transfer,Merced,2022,Adm,Unknown,55
transfer,Merced,2023,Adm,Unknown,63
transfer,Merced,2024,Adm,Unknown,61
transfer,Merced,2025,Adm,Unknown,69
transfer,Merced,2017,Adm,White,350
transfer,Merced,2018,Adm,White,378
transfer,Merced,2019,Adm,White,391
transfer,Merced,2020,Adm,White,349
transfer,Merced,2021,Adm,White,589
transfer,Merced,2022,Adm,White,555
transfer,Merced,2023,Adm,White,522
transfer,Merced,2024,Adm,White,460
transfer,Merced,2025,Adm,White,699
transfer,Merced,2017,Adm,International,224
transfer,Merced,2018,Adm,International,234
transfer,Merced,2019,Adm,International,240
transfer,Merced,2020,Adm,International,174
transfer,Merced,2021,Adm,International,275
transfer,Merced,2022,Adm,International,212
transfer,Merced,2023,Adm,International,200
transfer,Merced,2024,Adm,International,183
transfer,Merced,2025,Adm,International,264
transfer,Merced,2017,Enr,African American,9
transfer,Merced,2018,Enr,African American,11
transfer,Merced,2019,Enr,African American,8
transfer,Merced,2020,Enr,African American,23
transfer,Merced,2021,Enr,African American,13
transfer,Merced,2022,Enr,African American,15
transfer,Merced,2023,Enr,African American,15
transfer,Merced,2024,Enr,African American,22
transfer,Merced,2025,Enr,African American,24
transfer,Merced,2017,Enr,Asian,29
transfer,Merced,2018,Enr,Asian,29
transfer,Merced,2019,Enr,Asian,18
transfer,Merced,2020,Enr,Asian,26
transfer,Merced,2021,Enr,Asian,67
transfer,Merced,2022,Enr,Asian,47
transfer,Merced,2023,Enr,Asian,46
transfer,Merced,2024,Enr,Asian,41
transfer,Merced,2025,Enr,Asian,49
transfer,Merced,2017,Enr,Hispanic/Latino(a),74
transfer,Merced,2018,Enr,Hispanic/Latino(a),96
transfer,Merced,2019,Enr,Hispanic/Latino(a),102
transfer,Merced,2020,Enr,Hispanic/Latino(a),117
transfer,Merced,2021,Enr,Hispanic/Latino(a),133
transfer,Merced,2022,Enr,Hispanic/Latino(a),102
transfer,Merced,2023,Enr,Hispanic/Latino(a),103
transfer,Merced,2024,Enr,Hispanic/Latino(a),96
transfer,Merced,2025,Enr,Hispanic/Latino(a),134
transfer,Merced,2017,Enr,Unknown,5
transfer,Merced,2020,Enr,Unknown,11
transfer,Merced,2024,Enr,Unknown,5
transfer,Merced,2017,Enr,White,34
transfer,Merced,2018,Enr,White,40
transfer,Merced,2019,Enr,White,40
transfer,Merced,2020,Enr,White,22
transfer,Merced,2021,Enr,White,40
transfer,Merced,2022,Enr,White,36
transfer,Merced,2023,Enr,White,34
transfer,Merced,2024,Enr,White,52
transfer,Merced,2025,Enr,White,60
transfer,Merced,2018,Enr,International,7
transfer,Merced,2021,Enr,International,6
transfer,Merced,2022,Enr,International,5
transfer,Merced,2023,Enr,International,5
transfer,Riverside,2017,App,African American,706
transfer,Riverside,2018,App,African American,843
transfer,Riverside,2019,App,African American,868
transfer,Riverside,2020,App,African American,989
transfer,Riverside,2021,App,African American,1012
transfer,Riverside,2022,App,African American,911
transfer,Riverside,2023,App,African American,930
transfer,Riverside,2024,App,African American,970
transfer,Riverside,2025,App,African American,1055
transfer,Riverside,2017,App,American Indian,50
transfer,Riverside,2018,App,American Indian,65
transfer,Riverside,2019,App,American Indian,58
transfer,Riverside,2020,App,American Indian,78
transfer,Riverside,2021,App,American Indian,48
transfer,Riverside,2022,App,American Indian,65
transfer,Riverside,2023,App,American Indian,88
transfer,Riverside,2024,App,American Indian,87
transfer,Riverside,2025,App,American Indian,97
transfer,Riverside,2017,App,Asian,2838
transfer,Riverside,2018,App,Asian,3189
transfer,Riverside,2019,App,Asian,3181
transfer,Riverside,2020,App,Asian,3665
transfer,Riverside,2021,App,Asian,4107
transfer,Riverside,2022,App,Asian,3856
transfer,Riverside,2023,App,Asian,3656
transfer,Riverside,2024,App,Asian,3702
transfer,Riverside,2025,App,Asian,3994
transfer,Riverside,2017,App,Hispanic/Latino(a),3323
transfer,Riverside,2018,App,Hispanic/Latino(a),4104
transfer,Riverside,2019,App,Hispanic/Latino(a),4070
transfer,Riverside,2020,App,Hispanic/Latino(a),4746
transfer,Riverside,2021,App,Hispanic/Latino(a),5120
transfer,Riverside,2022,App,Hispanic/Latino(a),4231
transfer,Riverside,2023,App,Hispanic/Latino(a),3973
transfer,Riverside,2024,App,Hispanic/Latino(a),4163
transfer,Riverside,2025,App,Hispanic/Latino(a),4831
transfer,Riverside,2017,App,Pacific Islander,41
transfer,Riverside,2018,App,Pacific Islander,33
transfer,Riverside,2019,App,Pacific Islander,33
transfer,Riverside,2020,App,Pacific Islander,42
transfer,Riverside,2021,App,Pacific Islander,37
transfer,Riverside,2022,App,Pacific Islander,38
transfer,Riverside,2023,App,Pacific Islander,26
transfer,Riverside,2024,App,Pacific Islander,37
transfer,Riverside,2025,App,Pacific Islander,48
transfer,Riverside,2017,App,White,2100
transfer,Riverside,2018,App,White,2358
transfer,Riverside,2019,App,White,2439
transfer,Riverside,2020,App,White,2557
transfer,Riverside,2021,App,White,2842
transfer,Riverside,2022,App,White,2529
transfer,Riverside,2023,App,White,2330
transfer,Riverside,2024,App,White,2252
transfer,Riverside,2025,App,White,2555
transfer,Riverside,2017,App,Unknown,278
transfer,Riverside,2018,App,Unknown,305
transfer,Riverside,2019,App,Unknown,255
transfer,Riverside,2020,App,Unknown,429
transfer,Riverside,2021,App,Unknown,227
transfer,Riverside,2022,App,Unknown,216
transfer,Riverside,2023,App,Unknown,241
transfer,Riverside,2024,App,Unknown,227
transfer,Riverside,2025,App,Unknown,266
transfer,Riverside,2017,App,International,1290
transfer,Riverside,2018,App,International,1412
transfer,Riverside,2019,App,International,1639
transfer,Riverside,2020,App,International,1515
transfer,Riverside,2021,App,International,1347
transfer,Riverside,2022,App,International,1091
transfer,Riverside,2023,App,International,842
transfer,Riverside,2024,App,International,830
transfer,Riverside,2025,App,International,898
transfer,Riverside,2017,Adm,African American,412
transfer,Riverside,2018,Adm,African American,482
transfer,Riverside,2019,Adm,African American,507
transfer,Riverside,2020,Adm,African American,548
transfer,Riverside,2021,Adm,African American,510
transfer,Riverside,2022,Adm,African American,504
transfer,Riverside,2023,Adm,African American,422
transfer,Riverside,2024,Adm,African American,477
transfer,Riverside,2025,Adm,African American,624
transfer,Riverside,2017,Adm,American Indian,28
transfer,Riverside,2018,Adm,American Indian,36
transfer,Riverside,2019,Adm,American Indian,36
transfer,Riverside,2020,Adm,American Indian,48
transfer,Riverside,2021,Adm,American Indian,26
transfer,Riverside,2022,Adm,American Indian,47
transfer,Riverside,2023,Adm,American Indian,46
transfer,Riverside,2024,Adm,American Indian,41
transfer,Riverside,2025,Adm,American Indian,60
transfer,Riverside,2017,Adm,Asian,1826
transfer,Riverside,2018,Adm,Asian,2105
transfer,Riverside,2019,Adm,Asian,2112
transfer,Riverside,2020,Adm,Asian,2305
transfer,Riverside,2021,Adm,Asian,2664
transfer,Riverside,2022,Adm,Asian,2445
transfer,Riverside,2023,Adm,Asian,2107
transfer,Riverside,2024,Adm,Asian,2143
transfer,Riverside,2025,Adm,Asian,2738
transfer,Riverside,2017,Adm,Hispanic/Latino(a),2188
transfer,Riverside,2018,Adm,Hispanic/Latino(a),2716
transfer,Riverside,2019,Adm,Hispanic/Latino(a),2774
transfer,Riverside,2020,Adm,Hispanic/Latino(a),3092
transfer,Riverside,2021,Adm,Hispanic/Latino(a),3157
transfer,Riverside,2022,Adm,Hispanic/Latino(a),2520
transfer,Riverside,2023,Adm,Hispanic/Latino(a),2208
transfer,Riverside,2024,Adm,Hispanic/Latino(a),2403
transfer,Riverside,2025,Adm,Hispanic/Latino(a),3182
transfer,Riverside,2017,Adm,Pacific Islander,27
transfer,Riverside,2018,Adm,Pacific Islander,16
transfer,Riverside,2019,Adm,Pacific Islander,20
transfer,Riverside,2020,Adm,Pacific Islander,17
transfer,Riverside,2021,Adm,Pacific Islander,21
transfer,Riverside,2022,Adm,Pacific Islander,16
transfer,Riverside,2023,Adm,Pacific Islander,14
transfer,Riverside,2024,Adm,Pacific Islander,19
transfer,Riverside,2025,Adm,Pacific Islander,33
transfer,Riverside,2017,Adm,Unknown,163
transfer,Riverside,2018,Adm,Unknown,176
transfer,Riverside,2019,Adm,Unknown,162
transfer,Riverside,2020,Adm,Unknown,262
transfer,Riverside,2021,Adm,Unknown,134
transfer,Riverside,2022,Adm,Unknown,128
transfer,Riverside,2023,Adm,Unknown,142
transfer,Riverside,2024,Adm,Unknown,126
transfer,Riverside,2025,Adm,Unknown,191
transfer,Riverside,2017,Adm,White,1342
transfer,Riverside,2018,Adm,White,1505
transfer,Riverside,2019,Adm,White,1612
transfer,Riverside,2020,Adm,White,1634
transfer,Riverside,2021,Adm,White,1745
transfer,Riverside,2022,Adm,White,1495
transfer,Riverside,2023,Adm,White,1351
transfer,Riverside,2024,Adm,White,1312
transfer,Riverside,2025,Adm,White,1793
transfer,Riverside,2017,Adm,International,964
transfer,Riverside,2018,Adm,International,1092
transfer,Riverside,2019,Adm,International,1266
transfer,Riverside,2020,Adm,International,1127
transfer,Riverside,2021,Adm,International,977
transfer,Riverside,2022,Adm,International,722
transfer,Riverside,2023,Adm,International,513
transfer,Riverside,2024,Adm,International,513
transfer,Riverside,2025,Adm,International,624
transfer,Riverside,2017,Enr,African American,98
transfer,Riverside,2018,Enr,African American,142
transfer,Riverside,2019,Enr,African American,144
transfer,Riverside,2020,Enr,African American,174
transfer,Riverside,2021,Enr,African American,134
transfer,Riverside,2022,Enr,African American,119
transfer,Riverside,2023,Enr,African American,99
transfer,Riverside,2024,Enr,African American,113
transfer,Riverside,2025,Enr,African American,143
transfer,Riverside,2018,Enr,American Indian,14
transfer,Riverside,2020,Enr,American Indian,11
transfer,Riverside,2021,Enr,American Indian,6
transfer,Riverside,2022,Enr,American Indian,15
transfer,Riverside,2024,Enr,American Indian,13
transfer,Riverside,2025,Enr,American Indian,10
transfer,Riverside,2017,Enr,Asian,300
transfer,Riverside,2018,Enr,Asian,394
transfer,Riverside,2019,Enr,Asian,376
transfer,Riverside,2020,Enr,Asian,470
transfer,Riverside,2021,Enr,Asian,567
transfer,Riverside,2022,Enr,Asian,369
transfer,Riverside,2023,Enr,Asian,280
transfer,Riverside,2024,Enr,Asian,275
transfer,Riverside,2025,Enr,Asian,395
transfer,Riverside,2017,Enr,Hispanic/Latino(a),584
transfer,Riverside,2018,Enr,Hispanic/Latino(a),819
transfer,Riverside,2019,Enr,Hispanic/Latino(a),870
transfer,Riverside,2020,Enr,Hispanic/Latino(a),913
transfer,Riverside,2021,Enr,Hispanic/Latino(a),858
transfer,Riverside,2022,Enr,Hispanic/Latino(a),594
transfer,Riverside,2023,Enr,Hispanic/Latino(a),563
transfer,Riverside,2024,Enr,Hispanic/Latino(a),574
transfer,Riverside,2025,Enr,Hispanic/Latino(a),690
transfer,Riverside,2018,Enr,Pacific Islander,7
transfer,Riverside,2020,Enr,Pacific Islander,5
transfer,Riverside,2021,Enr,Pacific Islander,5
transfer,Riverside,2024,Enr,Pacific Islander,5
transfer,Riverside,2025,Enr,Pacific Islander,5
transfer,Riverside,2017,Enr,Unknown,33
transfer,Riverside,2018,Enr,Unknown,44
transfer,Riverside,2019,Enr,Unknown,35
transfer,Riverside,2020,Enr,Unknown,66
transfer,Riverside,2021,Enr,Unknown,29
transfer,Riverside,2022,Enr,Unknown,18
transfer,Riverside,2023,Enr,Unknown,25
transfer,Riverside,2024,Enr,Unknown,20
transfer,Riverside,2025,Enr,Unknown,21
transfer,Riverside,2017,Enr,White,213
transfer,Riverside,2018,Enr,White,296
transfer,Riverside,2019,Enr,White,325
transfer,Riverside,2020,Enr,White,316
transfer,Riverside,2021,Enr,White,351
transfer,Riverside,2022,Enr,White,242
transfer,Riverside,2023,Enr,White,223
transfer,Riverside,2024,Enr,White,211
transfer,Riverside,2025,Enr,White,276
transfer,Riverside,2017,Enr,International,127
transfer,Riverside,2018,Enr,International,203
transfer,Riverside,2019,Enr,International,185
transfer,Riverside,2020,Enr,International,133
transfer,Riverside,2021,Enr,International,106
transfer,Riverside,2022,Enr,International,104
transfer,Riverside,2023,Enr,International,46
transfer,Riverside,2024,Enr,International,60
transfer,Riverside,2025,Enr,International,72
transfer,San Diego,2017,App,African American,800
transfer,San Diego,2018,App,African American,836
transfer,San Diego,2019,App,African American,895
transfer,San Diego,2020,App,African American,1044
transfer,San Diego,2021,App,African American,1075
transfer,San Diego,2022,App,African American,980
transfer,San Diego,2023,App,African American,1056
transfer,San Diego,2024,App,African American,1153
transfer,San Diego,2025,App,African American,1193
transfer,San Diego,2017,App,American Indian,93
transfer,San Diego,2018,App,American Indian,106
transfer,San Diego,2019,App,American Indian,101
transfer,San Diego,2020,App,American Indian,129
transfer,San Diego,2021,App,American Indian,104
transfer,San Diego,2022,App,American Indian,120
transfer,San Diego,2023,App,American Indian,177
transfer,San Diego,2024,App,American Indian,165
transfer,San Diego,2025,App,American Indian,168
transfer,San Diego,2017,App,Asian,4858
transfer,San Diego,2018,App,Asian,4954
transfer,San Diego,2019,App,Asian,5155
transfer,San Diego,2020,App,Asian,5709
transfer,San Diego,2021,App,Asian,6609
transfer,San Diego,2022,App,Asian,6070
transfer,San Diego,2023,App,Asian,6301
transfer,San Diego,2024,App,Asian,7295
transfer,San Diego,2025,App,Asian,7665
transfer,San Diego,2017,App,Hispanic/Latino(a),3563
transfer,San Diego,2018,App,Hispanic/Latino(a),4053
transfer,San Diego,2019,App,Hispanic/Latino(a),4128
transfer,San Diego,2020,App,Hispanic/Latino(a),4819
transfer,San Diego,2021,App,Hispanic/Latino(a),5211
transfer,San Diego,2022,App,Hispanic/Latino(a),4579
transfer,San Diego,2023,App,Hispanic/Latino(a),4571
transfer,San Diego,2024,App,Hispanic/Latino(a),5330
transfer,San Diego,2025,App,Hispanic/Latino(a),5478
transfer,San Diego,2017,App,Pacific Islander,57
transfer,San Diego,2018,App,Pacific Islander,53
transfer,San Diego,2019,App,Pacific Islander,48
transfer,San Diego,2020,App,Pacific Islander,58
transfer,San Diego,2021,App,Pacific Islander,55
transfer,San Diego,2022,App,Pacific Islander,59
transfer,San Diego,2023,App,Pacific Islander,48
transfer,San Diego,2024,App,Pacific Islander,64
transfer,San Diego,2025,App,Pacific Islander,59
transfer,San Diego,2017,App,White,4495
transfer,San Diego,2018,App,White,4843
transfer,San Diego,2019,App,White,4996
transfer,San Diego,2020,App,White,5054
transfer,San Diego,2021,App,White,5660
transfer,San Diego,2022,App,White,5167
transfer,San Diego,2023,App,White,5166
transfer,San Diego,2024,App,White,5422
transfer,San Diego,2025,App,White,5511
transfer,San Diego,2017,App,Unknown,460
transfer,San Diego,2018,App,Unknown,427
transfer,San Diego,2019,App,Unknown,452
transfer,San Diego,2020,App,Unknown,689
transfer,San Diego,2021,App,Unknown,414
transfer,San Diego,2022,App,Unknown,380
transfer,San Diego,2023,App,Unknown,480
transfer,San Diego,2024,App,Unknown,549
transfer,San Diego,2025,App,Unknown,536
transfer,San Diego,2017,App,International,3466
transfer,San Diego,2018,App,International,3631
transfer,San Diego,2019,App,International,3513
transfer,San Diego,2020,App,International,3587
transfer,San Diego,2021,App,International,3364
transfer,San Diego,2022,App,International,2379
transfer,San Diego,2023,App,International,2178
transfer,San Diego,2024,App,International,2521
transfer,San Diego,2025,App,International,2861
transfer,San Diego,2017,Adm,African American,350
transfer,San Diego,2018,Adm,African American,340
transfer,San Diego,2019,Adm,African American,370
transfer,San Diego,2020,Adm,African American,431
transfer,San Diego,2021,Adm,African American,478
transfer,San Diego,2022,Adm,African American,497
transfer,San Diego,2023,Adm,African American,537
transfer,San Diego,2024,Adm,African American,517
transfer,San Diego,2025,Adm,African American,484
transfer,San Diego,2017,Adm,American Indian,38
transfer,San Diego,2018,Adm,American Indian,49
transfer,San Diego,2019,Adm,American Indian,45
transfer,San Diego,2020,Adm,American Indian,61
transfer,San Diego,2021,Adm,American Indian,54
transfer,San Diego,2022,Adm,American Indian,72
transfer,San Diego,2023,Adm,American Indian,97
transfer,San Diego,2024,Adm,American Indian,81
transfer,San Diego,2025,Adm,American Indian,80
transfer,San Diego,2017,Adm,Asian,2798
transfer,San Diego,2018,Adm,Asian,2715
transfer,San Diego,2019,Adm,Asian,2960
transfer,San Diego,2020,Adm,Asian,3196
transfer,San Diego,2021,Adm,Asian,3739
transfer,San Diego,2022,Adm,Asian,3776
transfer,San Diego,2023,Adm,Asian,4287
transfer,San Diego,2024,Adm,Asian,4015
transfer,San Diego,2025,Adm,Asian,4080
transfer,San Diego,2017,Adm,Hispanic/Latino(a),1882
transfer,San Diego,2018,Adm,Hispanic/Latino(a),1882
transfer,San Diego,2019,Adm,Hispanic/Latino(a),2128
transfer,San Diego,2020,Adm,Hispanic/Latino(a),2286
transfer,San Diego,2021,Adm,Hispanic/Latino(a),2617
transfer,San Diego,2022,Adm,Hispanic/Latino(a),2602
transfer,San Diego,2023,Adm,Hispanic/Latino(a),2665
transfer,San Diego,2024,Adm,Hispanic/Latino(a),2785
transfer,San Diego,2025,Adm,Hispanic/Latino(a),2701
transfer,San Diego,2017,Adm,Pacific Islander,31
transfer,San Diego,2018,Adm,Pacific Islander,20
transfer,San Diego,2019,Adm,Pacific Islander,27
transfer,San Diego,2020,Adm,Pacific Islander,25
transfer,San Diego,2021,Adm,Pacific Islander,24
transfer,San Diego,2022,Adm,Pacific Islander,32
transfer,San Diego,2023,Adm,Pacific Islander,29
transfer,San Diego,2024,Adm,Pacific Islander,27
transfer,San Diego,2025,Adm,Pacific Islander,33
transfer,San Diego,2017,Adm,Unknown,262
transfer,San Diego,2018,Adm,Unknown,221
transfer,San Diego,2019,Adm,Unknown,250
transfer,San Diego,2020,Adm,Unknown,370
transfer,San Diego,2021,Adm,Unknown,232
transfer,San Diego,2022,Adm,Unknown,240
transfer,San Diego,2023,Adm,Unknown,318
transfer,San Diego,2024,Adm,Unknown,293
transfer,San Diego,2025,Adm,Unknown,278
transfer,San Diego,2017,Adm,White,2647
transfer,San Diego,2018,Adm,White,2543
transfer,San Diego,2019,Adm,White,2845
transfer,San Diego,2020,Adm,White,2857
transfer,San Diego,2021,Adm,White,3107
transfer,San Diego,2022,Adm,White,3169
transfer,San Diego,2023,Adm,White,3238
transfer,San Diego,2024,Adm,White,3034
transfer,San Diego,2025,Adm,White,2972
transfer,San Diego,2017,Adm,International,1548
transfer,San Diego,2018,Adm,International,1451
transfer,San Diego,2019,Adm,International,1738
transfer,San Diego,2020,Adm,International,1999
transfer,San Diego,2021,Adm,International,1924
transfer,San Diego,2022,Adm,International,1042
transfer,San Diego,2023,Adm,International,1093
transfer,San Diego,2024,Adm,International,1438
transfer,San Diego,2025,Adm,International,1558
transfer,San Diego,2017,Enr,African American,105
transfer,San Diego,2018,Enr,African American,115
transfer,San Diego,2019,Enr,African American,105
transfer,San Diego,2020,Enr,African American,117
transfer,San Diego,2021,Enr,African American,114
transfer,San Diego,2022,Enr,African American,128
transfer,San Diego,2023,Enr,African American,148
transfer,San Diego,2024,Enr,African American,140
transfer,San Diego,2025,Enr,African American,147
transfer,San Diego,2017,Enr,American Indian,17
transfer,San Diego,2018,Enr,American Indian,18
transfer,San Diego,2019,Enr,American Indian,13
transfer,San Diego,2020,Enr,American Indian,23
transfer,San Diego,2021,Enr,American Indian,16
transfer,San Diego,2022,Enr,American Indian,15
transfer,San Diego,2023,Enr,American Indian,19
transfer,San Diego,2025,Enr,American Indian,19
transfer,San Diego,2017,Enr,Asian,833
transfer,San Diego,2018,Enr,Asian,930
transfer,San Diego,2019,Enr,Asian,874
transfer,San Diego,2020,Enr,Asian,998
transfer,San Diego,2021,Enr,Asian,1144
transfer,San Diego,2022,Enr,Asian,1096
transfer,San Diego,2023,Enr,Asian,1197
transfer,San Diego,2024,Enr,Asian,1368
transfer,San Diego,2025,Enr,Asian,1342
transfer,San Diego,2017,Enr,Hispanic/Latino(a),587
transfer,San Diego,2018,Enr,Hispanic/Latino(a),628
transfer,San Diego,2019,Enr,Hispanic/Latino(a),648
transfer,San Diego,2020,Enr,Hispanic/Latino(a),652
transfer,San Diego,2021,Enr,Hispanic/Latino(a),761
transfer,San Diego,2022,Enr,Hispanic/Latino(a),701
transfer,San Diego,2023,Enr,Hispanic/Latino(a),666
transfer,San Diego,2024,Enr,Hispanic/Latino(a),767
transfer,San Diego,2025,Enr,Hispanic/Latino(a),779
transfer,San Diego,2017,Enr,Pacific Islander,10
transfer,San Diego,2018,Enr,Pacific Islander,9
transfer,San Diego,2019,Enr,Pacific Islander,9
transfer,San Diego,2020,Enr,Pacific Islander,8
transfer,San Diego,2021,Enr,Pacific Islander,11
transfer,San Diego,2022,Enr,Pacific Islander,5
transfer,San Diego,2023,Enr,Pacific Islander,9
transfer,San Diego,2025,Enr,Pacific Islander,7
transfer,San Diego,2017,Enr,Unknown,83
transfer,San Diego,2018,Enr,Unknown,65
transfer,San Diego,2019,Enr,Unknown,62
transfer,San Diego,2020,Enr,Unknown,98
transfer,San Diego,2021,Enr,Unknown,54
transfer,San Diego,2022,Enr,Unknown,52
transfer,San Diego,2023,Enr,Unknown,74
transfer,San Diego,2024,Enr,Unknown,79
transfer,San Diego,2025,Enr,Unknown,71
transfer,San Diego,2017,Enr,White,765
transfer,San Diego,2018,Enr,White,810
transfer,San Diego,2019,Enr,White,792
transfer,San Diego,2020,Enr,White,724
transfer,San Diego,2021,Enr,White,815
transfer,San Diego,2022,Enr,White,775
transfer,San Diego,2023,Enr,White,786
transfer,San Diego,2024,Enr,White,821
transfer,San Diego,2025,Enr,White,789
transfer,San Diego,2017,Enr,International,465
transfer,San Diego,2018,Enr,International,546
transfer,San Diego,2019,Enr,International,659
transfer,San Diego,2020,Enr,International,716
transfer,San Diego,2021,Enr,International,679
transfer,San Diego,2022,Enr,International,297
transfer,San Diego,2023,Enr,International,311
transfer,San Diego,2024,Enr,International,550
transfer,San Diego,2025,Enr,International,433
transfer,Santa Barbara,2017,App,African American,752
transfer,Santa Barbara,2018,App,African American,795
transfer,Santa Barbara,2019,App,African American,816
transfer,Santa Barbara,2020,App,African American,915
transfer,Santa Barbara,2021,App,African American,981
transfer,Santa Barbara,2022,App,African American,875
transfer,Santa Barbara,2023,App,African American,915
transfer,Santa Barbara,2024,App,African American,907
transfer,Santa Barbara,2025,App,African American,988
transfer,Santa Barbara,2017,App,American Indian,100
transfer,Santa Barbara,2018,App,American Indian,89
transfer,Santa Barbara,2019,App,American Indian,92
transfer,Santa Barbara,2020,App,American Indian,121
transfer,Santa Barbara,2021,App,American Indian,93
transfer,Santa Barbara,2022,App,American Indian,126
transfer,Santa Barbara,2023,App,American Indian,151
transfer,Santa Barbara,2024,App,American Indian,151
transfer,Santa Barbara,2025,App,American Indian,140
transfer,Santa Barbara,2017,App,Asian,4048
transfer,Santa Barbara,2018,App,Asian,4211
transfer,Santa Barbara,2019,App,Asian,4440
transfer,Santa Barbara,2020,App,Asian,4590
transfer,Santa Barbara,2021,App,Asian,5310
transfer,Santa Barbara,2022,App,Asian,4786
transfer,Santa Barbara,2023,App,Asian,4718
transfer,Santa Barbara,2024,App,Asian,5117
transfer,Santa Barbara,2025,App,Asian,5222
transfer,Santa Barbara,2017,App,Hispanic/Latino(a),3891
transfer,Santa Barbara,2018,App,Hispanic/Latino(a),4163
transfer,Santa Barbara,2019,App,Hispanic/Latino(a),4327
transfer,Santa Barbara,2020,App,Hispanic/Latino(a),4716
transfer,Santa Barbara,2021,App,Hispanic/Latino(a),5147
transfer,Santa Barbara,2022,App,Hispanic/Latino(a),4303
transfer,Santa Barbara,2023,App,Hispanic/Latino(a),4112
transfer,Santa Barbara,2024,App,Hispanic/Latino(a),4564
transfer,Santa Barbara,2025,App,Hispanic/Latino(a),4719
transfer,Santa Barbara,2017,App,Pacific Islander,58
transfer,Santa Barbara,2018,App,Pacific Islander,62
transfer,Santa Barbara,2019,App,Pacific Islander,46
transfer,Santa Barbara,2020,App,Pacific Islander,49
transfer,Santa Barbara,2021,App,Pacific Islander,53
transfer,Santa Barbara,2022,App,Pacific Islander,52
transfer,Santa Barbara,2023,App,Pacific Islander,48
transfer,Santa Barbara,2024,App,Pacific Islander,47
transfer,Santa Barbara,2025,App,Pacific Islander,52
transfer,Santa Barbara,2017,App,White,4728
transfer,Santa Barbara,2018,App,White,5019
transfer,Santa Barbara,2019,App,White,5209
transfer,Santa Barbara,2020,App,White,5007
transfer,Santa Barbara,2021,App,White,5859
transfer,Santa Barbara,2022,App,White,5230
transfer,Santa Barbara,2023,App,White,5040
transfer,Santa Barbara,2024,App,White,5368
transfer,Santa Barbara,2025,App,White,5316
transfer,Santa Barbara,2017,App,Unknown,436
transfer,Santa Barbara,2018,App,Unknown,414
transfer,Santa Barbara,2019,App,Unknown,420
transfer,Santa Barbara,2020,App,Unknown,637
transfer,Santa Barbara,2021,App,Unknown,370
transfer,Santa Barbara,2022,App,Unknown,341
transfer,Santa Barbara,2023,App,Unknown,430
transfer,Santa Barbara,2024,App,Unknown,454
transfer,Santa Barbara,2025,App,Unknown,421
transfer,Santa Barbara,2017,App,International,2833
transfer,Santa Barbara,2018,App,International,3145
transfer,Santa Barbara,2019,App,International,3110
